	article_id	TEXT	author	link	emotion
45	3837	三十功名尘与土八千里路云和月	股友WwG3Ms	http://guba.eastmoney.com/news,zssh000001,1284898585.html	0
46	3899	直奔3150	n723313528978692	http://guba.eastmoney.com/news,zssh000001,1284892696.html	-1
47	3902	回踩一般规律是5；10；20；30～～～	磨磨蹭蹭的小刀	http://guba.eastmoney.com/news,zssh000001,1284892540.html	0
48	4075	要跌赶紧跌浪费时间	基民69r395L278	http://guba.eastmoney.com/news,zssh000001,1284881617.html	0
49	4127	新一轮下跌才开始	奔跑者123456	http://guba.eastmoney.com/news,zssh000001,1284859085.html	-1
50	4154	有可能下补缺口	一柱鼎天	http://guba.eastmoney.com/news,zssh000001,1284856450.html	-1
51	4187	天天想着突破3310，破了后先回3210[滴汗][滴汗][滴汗]	超短857	http://guba.eastmoney.com/news,zssh000001,1284853581.html	-1
52	4248	两点半准时挖坑	夏日里的瓜果	http://guba.eastmoney.com/news,zssh000001,1284874114.html	0
53	4319	这重要会议，这大牛市!我的子弹在飞。	花半开3172	http://guba.eastmoney.com/news,zssh000001,1284846238.html	1
54	4357	牛市呢？？牛市呢？只剩下牛	笑看股升	http://guba.eastmoney.com/news,zssh000001,1284844501.html	
55	4376	起起伏伏就是让你上车，等着最后一杀（幅度相当于阴跌的总和）！	A股海明灯	http://guba.eastmoney.com/news,zssh000001,1284867032.html	-1
56	4377	越跌越买，我一万个理由都不相信他下星期一还会跌，拭目以待，我今天百分之百会满仓干	白马股指数	http://guba.eastmoney.com/news,zssh000001,1284843812.html	
57	4471	是不是要补缺口了？	manyuqingyan	http://guba.eastmoney.com/news,zssh000001,1284837703.html	0
58	4549	此次加仓最佳点位，破3200	专买冒绿光的王多鱼	http://guba.eastmoney.com/news,zssh000001,1285104745.html	0
59	4612	好了，不用看了，接下来就是破250线和120线了，本次反弹宣告结束。	股友1225M9o268	http://guba.eastmoney.com/news,zssh000001,1284813093.html	-1
60	4653	难道下午走V字？	Pferd1334533	http://guba.eastmoney.com/news,zssh000001,1284807139.html	0
61	4743	又是4000多支股下跌的日子。	变通则久	http://guba.eastmoney.com/news,zssh000001,1284830445.html	-1
62	4800	3214是一个关口	麻溜短线哥	http://guba.eastmoney.com/news,zssh000001,1284781611.html	-1
63	4814	这一周两次4500家跌太厉害了果然是跟跌不跟涨	股友707u23k980	http://guba.eastmoney.com/news,zssh000001,1284781081.html	-1
64	4825	是因为我今天早上吃了一碗蓬莱小面才如此的吗	平凡之路张无忌	http://guba.eastmoney.com/news,zssh000001,1284826334.html	0
65	4917	下午破3200	airsupplyno1	http://guba.eastmoney.com/news,zssh000001,1284771639.html	-1
66	4974	必须回补下边缺口，	鸿运当头Y	http://guba.eastmoney.com/news,zssh000001,1284836136.html	-1
67	4997	上午大跌要加仓，这个点位又不是3700，下午会V回来的	从胜利奔向胜利	http://guba.eastmoney.com/news,zssh000001,1284834317.html	1
68	5046	北上之前进来就是为了砸盘吗	股友rZzDLG	http://guba.eastmoney.com/news,zssh000001,1284763770.html	-1
69	5075	挑战6万做到50万，第三天	我不是面神	http://guba.eastmoney.com/news,zssh000001,1284759384.html	0
70	5141	下雨了	n207913790578288	http://guba.eastmoney.com/news,zssh000001,1284752130.html	0
71	5227	补完缺口再看了，	股友65797m7G13	http://guba.eastmoney.com/news,zssh000001,1284731287.html	0
72	5289	指数坚挺，个股连跌5天。	股友A59888	http://guba.eastmoney.com/news,zssh000001,1284714782.html	-1
73	5323	跌了一星期	白马股投资者	http://guba.eastmoney.com/news,zssh000001,1284710921.html	-1
74	5371	突发持续大跌	股友QWER6789	http://guba.eastmoney.com/news,zssh000001,1284724784.html	-1
75	5449	空仓看大a泻	纷外妖娆	http://guba.eastmoney.com/news,zssh000001,1284747145.html	-1
76	5524	十点火箭发射	挂牛头	http://guba.eastmoney.com/news,zssh000001,1284703570.html	1
77	5549	10年内不要碰A，无论长线短线、别听任何人忽悠。	NicoL	http://guba.eastmoney.com/news,zssh000001,1284699137.html	-1
78	5605	如果没有北水撑着，A股能被内资狗砸到2800	东厂仅一位	http://guba.eastmoney.com/news,zssh000001,1284685083.html	-1
79	5655	今天要不要抄底同志们，感觉还是有点早	珍丶惜	http://guba.eastmoney.com/news,zssh000001,1284678636.html	-1
80	5676	高走	爱可泽	http://guba.eastmoney.com/news,zssh000001,1284677313.html	1
81	5752	低开了控制好仓位	若如初见巧克力	http://guba.eastmoney.com/news,zssh000001,1284662866.html	-1
82	5825	自选股里全绿色的。[大笑][大笑]	相信自己才会成功	http://guba.eastmoney.com/news,zssh000001,1284670150.html	-1
83	5911	亿纬锂能已是落日黄花，散户抬轿必粉身碎骨，激励价41元，这是损害中小散户的利益。	哥是你的男人	http://guba.eastmoney.com/news,zssh000001,1284645309.html	-1
84	5916	宁愿暴跌也别阴跌	不起昵称	http://guba.eastmoney.com/news,zssh000001,1284644857.html	0
85	5949	看月线已没戏	响当当得旋风虎	http://guba.eastmoney.com/news,zssh000001,1284643411.html	-1
86	5957	昨天空仓了，大盘要向下补缺口可能。不要侥幸心理，认为你能赢过大盘，大资金是不会赌	来股市取钱	http://guba.eastmoney.com/news,zssh000001,1284643089.html	-1
87	5970	主板注册制不及预期，赶紧救市，不然大盘破2000。虽然我人微言轻，但是看到的人赶	海智大叔	http://guba.eastmoney.com/news,zssh000001,1284642137.html	-1
88	6041	2600点以下等你	阿龙红	http://guba.eastmoney.com/news,zssh000001,1284595979.html	-1
89	6073	现在去抄底是不是为时尚早，还能跌一阵吧？	珍丶惜	http://guba.eastmoney.com/news,zssh000001,1284585661.html	-1
90	6134	三大运营商创新高，个股跌的不要不要的。	抄底小分队长	http://guba.eastmoney.com/news,zssh000001,1284568190.html	0
91	6141	大国崛起，股市长牛	tss396	http://guba.eastmoney.com/news,zssh000001,1284564865.html	1
92	6228	苦苦挣扎，什么消息都刺激不了了。	丰裕年华	http://guba.eastmoney.com/news,zssh000001,1284513855.html	0
93	6254	$上证指数(SH000001)$	股友03ktP8	http://guba.eastmoney.com/news,zssh000001,1284537592.html	0
94	6314	今日模式票：奥瑞特	予以百倍_式神	http://guba.eastmoney.com/news,zssh000001,1284525814.html	0
95	6395	大盘需要新的板块来拉动～生态环保	甲木喜	http://guba.eastmoney.com/news,zssh000001,1284786513.html	0
96	6419	空G鸡狗真GS	道法皆自然	http://guba.eastmoney.com/news,zssh000001,1284507596.html	0
97	6467	它们没能力走牛，就是想尽办法把小散筹码拿走，然后反弹，每次反弹做高抛低吸，大家不	九鼎久	http://guba.eastmoney.com/news,zssh000001,1284499010.html	-1
98	6548	收盘小编肯定要说震荡了[大笑]	似曾相识燕归来Y	http://guba.eastmoney.com/news,zssh000001,1284494968.html	0
99	6592	亏损继续扩大了，又有没脑子的韭菜冲动了	帮着地主割韭菜	http://guba.eastmoney.com/news,zssh000001,1284487135.html	-1
100	6648	转发	深圳万手哥	http://guba.eastmoney.com/news,zssh000001,1284478095.html	0
101	6698	券商不涨，大盘休想上涨！	森林法则你懂的	http://guba.eastmoney.com/news,zssh000001,1284467416.html	-1
102	6713	今天要踏空了？	Reisei	http://guba.eastmoney.com/news,zssh000001,1284453203.html	1
103	6791	内资成本多钱天天这样卖，是不是有任务！	股友6Y20268f96	http://guba.eastmoney.com/news,zssh000001,1284436665.html	-1
104	6813	面临方向选择，究竟是向上还是向下？	股友20Xf805021	http://guba.eastmoney.com/news,zssh000001,1284431882.html	0
105	6841	直线飙升，大盘好样的，为牛市助威！	懂得理财地扫地僧	http://guba.eastmoney.com/news,zssh000001,1284429002.html	1
106	6913	大盘和它同样走	飞黄满堂得裘千仞	http://guba.eastmoney.com/news,zssh000001,1284419483.html	0
107	6999	什么造型[大笑][大笑][大笑][大笑][大笑]	富贵积玉的容小仙	http://guba.eastmoney.com/news,zssh000001,1284406465.html	0
108	7011	只想问问内资什么时候不跑！？	股友7ElWZi	http://guba.eastmoney.com/news,zssh000001,1284405242.html	-1
109	7042	横盘	山水之间z	http://guba.eastmoney.com/news,zssh000001,1284401048.html	0
110	7130	指数仅仅是挣扎而已，3260是纸糊的	n834213731217038	http://guba.eastmoney.com/news,zssh000001,1284380746.html	0
111	7142	就创业板这走势，拿头涨	空仓不冲动	http://guba.eastmoney.com/news,zssh000001,1284379981.html	-1
112	7179	炒股至两年了今不觉得大A，恒生有什么投资价值！是不是我不适合买股票？	基民CJKFo0	http://guba.eastmoney.com/news,zssh000001,1284377705.html	-1
113	7223	这两天就得暴跌回补缺口，快跑	热血无敌波妹	http://guba.eastmoney.com/news,zssh000001,1284387392.html	-1
114	7266	上车就跌.下车就涨.散户怎么玩？	nbhh1	http://guba.eastmoney.com/news,zssh000001,1284382739.html	0
115	7306	这波杀跌会干到3200以下的，耐心等待	股友58u158E619	http://guba.eastmoney.com/news,zssh000001,1284371658.html	-1
116	7369	有300点的急速下跌空间	我是涨停板88888	http://guba.eastmoney.com/news,zssh000001,1284363036.html	-1
117	7441	大盘要大跌了，空仓或轻仓！	洪天化	http://guba.eastmoney.com/news,zssh000001,1284358701.html	-1
118	7528	惨不忍睹啊！	罗拿耳朵	http://guba.eastmoney.com/news,zssh000001,1284375758.html	-1
119	7550	牛→市！走起！共同富裕！[胜利][胜利][胜利]	股友i6b7I9	http://guba.eastmoney.com/news,zssh000001,1284375412.html	1
120	7576	外资说内资  你们不拉那我就陪你们一起砸看谁惨	寻找2082	http://guba.eastmoney.com/news,zssh000001,1284374122.html	-1
121	7640	珍惜生命，远离A股！	年轻的A股	http://guba.eastmoney.com/news,zssh000001,1284355126.html	-1
122	7662	上证涨不动，创业板跌不动。就这么干耗着	tgl20	http://guba.eastmoney.com/news,zssh000001,1284353377.html	0
123	7720	做空A股肯定赚钱，做多，难	JoeFang1918	http://guba.eastmoney.com/news,zssh000001,1284331163.html	-1
124	7739	科学交易者是那些身上自带稳定与秩序感的人。纷乱的市场与我们无关，我们有稳定的日常	董沛爱交易	http://guba.eastmoney.com/news,zssh000001,1284329527.html	0
125	7820	今天冲高我全卖了丑国加息	望月兔	http://guba.eastmoney.com/news,zssh000001,1284313562.html	-1
126	7915	触底反弹了	梦里寻88888888	http://guba.eastmoney.com/news,zssh000001,1284336024.html	1
127	7949	分时走成这样子，恐怕不多见！	哔咔福	http://guba.eastmoney.com/news,zssh000001,1284296609.html	-1
128	7984	内外合力砸盘，还不跑？	一只小悠哉	http://guba.eastmoney.com/news,zssh000001,1284305725.html	-1
129	8019	大盘涨上来了我的股票却再也涨不上来了[大笑][大笑][大笑]	吉祥生财得江仰止	http://guba.eastmoney.com/news,zssh000001,1284289934.html	-1
130	8046	不科学啊[滴汗][滴汗][滴汗][惨!关灯吃面]	炒股破家I	http://guba.eastmoney.com/news,zssh000001,1284299954.html	0
131	8122	$上证指数(SH000001)$	做熟悉的股票	http://guba.eastmoney.com/news,zssh000001,1284460485.html	0
132	8200	赶紧绿吧，大盘一红百百亏[好困惑]	做空一手	http://guba.eastmoney.com/news,zssh000001,1284261369.html	0
133	8253	这大盘都开始走心率图了	股友17162L75m8	http://guba.eastmoney.com/news,zssh000001,1284277585.html	0
134	8328	近期大a必有一个很长的瀑布线，请各位注意安全！见证	快乐无限财运亨通	http://guba.eastmoney.com/news,zssh000001,1284224272.html	-1
135	8549	牛市已经到来，紧握筹码咬住不松口，3月底3500点，5月4200点，10月800	女S喷多多	http://guba.eastmoney.com/news,zssh000001,1284180004.html	1
136	8645	西方石油造成30亿美元的回购！我们的回购了多少股！	YxRVTp说话算话不	http://guba.eastmoney.com/news,zssh000001,1284141954.html	0
137	8680	国家队终于进场了，今天已经满仓了，明天一起吃大肉！！！	基民5d659G5220	http://guba.eastmoney.com/news,zssh000001,1284093488.html	1
138	8750	拉的什么，很多个股还在下跌，拉个寂寞	基民8665o5706q	http://guba.eastmoney.com/news,zssh000001,1284076109.html	0
139	8836	$上证指数(SH000001)$	鉴定股市伪分析	http://guba.eastmoney.com/news,zssh000001,1284118166.html	0
140	8846	股市千万别相信券商或者其它平台发的些什么时报或者小道消息，谁信谁就是接盘侠；这是	股友80q21c8863	http://guba.eastmoney.com/news,zssh000001,1284115687.html	0
141	8912	自己技术不好所以赔钱了谁也不怪怪就怪自己还是坚持所谓的价值投资看见st看见亏损就	海边的小白0051	http://guba.eastmoney.com/news,zssh000001,1284101807.html	0
142	8916	拉的莫名其妙，但是我还是冲进来送钱来了	华尔街沽九王	http://guba.eastmoney.com/news,zssh000001,1284101598.html	0
143	8986	明天继续砸盘，主力尾盘拉高诱多行情，黑色周四	龙生翼之龙飞在天	http://guba.eastmoney.com/news,zssh000001,1284094799.html	-1
144	9045	这是赌明天的社融数据好于预期	股友6581833R8h	http://guba.eastmoney.com/news,zssh000001,1284078935.html	1
145	9120	从去年12月份开始等回调3000之下，一直空仓在等待	光彩的萧祈然	http://guba.eastmoney.com/news,zssh000001,1284625958.html	0
146	9155	对于北向资金的这个阶段的操作，还是比较稳定，没有大幅度的流出，涨跌数据看，今天涨	财富小助手v	http://guba.eastmoney.com/news,zssh000001,1284055750.html	1
147	9237	牛逼缩量下跌	从不多疑de曹操	http://guba.eastmoney.com/news,zssh000001,1284048820.html	0
148	9301	到钟准备砸了，砸狠点	追求一个理想	http://guba.eastmoney.com/news,zssh000001,1284043617.html	-1
149	9370	一举砸破布林线中轨	天河是我名字	http://guba.eastmoney.com/news,zssh000001,1284039495.html	-1
150	9442	今天还能翻红吗？	星辰大海y	http://guba.eastmoney.com/news,zssh000001,1284032067.html	0
151	9535	君子不立危墙。	安仔99	http://guba.eastmoney.com/news,zssh000001,1284003153.html	-1
152	9564	今天小盘直接高开，让昨天逃出的无法进场，这是主力策略，我昨天割肉逃出今天只能当着	jcxh	http://guba.eastmoney.com/news,zssh000001,1283997049.html	1
153	9574	上证到2556点左右止跌	富贵兴隆的张无忌	http://guba.eastmoney.com/news,zssh000001,1283996013.html	0
154	9615	开心一刻[鼓掌][鼓掌][鼓掌][鼓掌]	麻布道者	http://guba.eastmoney.com/news,zssh000001,1283991621.html	1
155	9675	最近两天指数没怎么跌，个股跌成狗	大肥牛哥	http://guba.eastmoney.com/news,zssh000001,1283980438.html	0
156	9761	投机性太强了，都是一帮机构鸡飞狗跳的	我是二表哥	http://guba.eastmoney.com/news,zssh000001,1283969743.html	-1
157	9786	主力还在卖	gcxhdgg	http://guba.eastmoney.com/news,zssh000001,1283966778.html	-1
158	9862	小心2点半跳水	赢在起跑线888	http://guba.eastmoney.com/news,zssh000001,1284023339.html	-1
159	9900	预备————跳！	股友swplji	http://guba.eastmoney.com/news,zssh000001,1284019225.html	-1
160	9935	不是t+0太难玩了，天天过山车	股友ghFpsf4i	http://guba.eastmoney.com/news,zssh000001,1283945128.html	-1
161	9948	三大指数看周线，一浪一浪低，[滴汗]	大家都叫我张婷	http://guba.eastmoney.com/news,zssh000001,1283943194.html	-1
162	10030	迫不及待的就往下去了，就上来喘口气。	股友66522l63z7	http://guba.eastmoney.com/news,zssh000001,1283953971.html	-1
163	10083	指数没跌多少个股回到2800	我是一条咸鱼8888	http://guba.eastmoney.com/news,zssh000001,1283903681.html	-1
164	10131	全是创业板的高架票，都不敢申购了。	横盘不交易	http://guba.eastmoney.com/news,zssh000001,1283891914.html	-1
165	10153	重点监视股，预退市股连续涨停了。这不是打脸吗？	聚三沅	http://guba.eastmoney.com/news,zssh000001,1283888924.html	-1
166	10196	昨天跌的今天涨不会又跳水吧我还是空仓吧	水灵灵de花花	http://guba.eastmoney.com/news,zssh000001,1283912675.html	-1
167	10249	最好是等2千点以下建仓。	股友36362h090i	http://guba.eastmoney.com/news,zssh000001,1283931828.html	-1
168	10294	为什么会这样	冷静冷静冷静点	http://guba.eastmoney.com/news,zssh000001,1283925899.html	0
169	10361	国力强盛的表现[偷笑][偷笑][偷笑][偷笑][偷笑][偷笑][大笑][大笑][	股友75f8U98077	http://guba.eastmoney.com/news,zssh000001,1283850510.html	0
170	10439	没能力别拉啊	股友3Xr6679393	http://guba.eastmoney.com/news,zssh000001,1283884158.html	-1
171	10526	内外资都在流出，头铁不怕死等被割。	股海思远	http://guba.eastmoney.com/news,zssz399001,1283865523.html	-1
172	10565	过年到现在指数没跌，钱亏了六个点。好牛逼	亮晶晶得樱木花道	http://guba.eastmoney.com/news,zssh000001,1283839875.html	-1
173	10604	进入了下跌趋势	dxwdx	http://guba.eastmoney.com/news,zssh000001,1283832526.html	-1
174	10684	赶紧清仓！赶紧清仓！大跌来临！	财运为富得宛露	http://guba.eastmoney.com/news,zssh000001,1283823665.html	-1
175	10707	看谁跑得快	风下江边	http://guba.eastmoney.com/news,zssh000001,1283821408.html	-1
176	10759	今天38节，可以涨涨了，加油[拜神]	股友EdjPy4	http://guba.eastmoney.com/news,zssh000001,1283815651.html	1
177	10823	今天准备跌多少？	股海航行靠剁手啊	http://guba.eastmoney.com/news,zssh000001,1283809846.html	-1
178	10826	大的要来了	韭菜王子1009号	http://guba.eastmoney.com/news,zssh000001,1283809547.html	0
179	10831	20日线能扛住吗？	索罗大斯	http://guba.eastmoney.com/news,zssh000001,1283809310.html	-1
180	10861	重要事情说三遍，熊市来了，熊市来了，熊市来了！各位好自为之！	埋伏重组股	http://guba.eastmoney.com/news,zssh000001,1283805525.html	-1
181	10926	大哀股，2800点见	心灵哦婆婆	http://guba.eastmoney.com/news,zssh000001,1283792336.html	-1
182	10996	#3300点失守，如何应对？#哈哈哈	庄家不讲李	http://guba.eastmoney.com/news,zssh000001,1283784524.html	-1
183	11043	每次想辞职，大盘都会给我敲醒，不干可没钱加仓了啊[旺柴]	沉稳之力	http://guba.eastmoney.com/news,zssh000001,1283777732.html	-1
184	11097	双锤打庄，明天看涨	一万到100亿	http://guba.eastmoney.com/news,zssh000001,1283763578.html	1
185	11194	狼来喽，大金融一动，吓人啊	股友h3YCHu	http://guba.eastmoney.com/news,zssh000001,1283757216.html	-1
186	11245	炒股多年经验，这段时间得亏30个点才能止跌	股友779181p86v	http://guba.eastmoney.com/news,zssh000001,1283799687.html	-1
187	11341	明天跌破3200	股友6kg3660556	http://guba.eastmoney.com/news,zssh000001,1283748553.html	-1
188	11372	这次指数会回到3100点左右	V790	http://guba.eastmoney.com/news,zssh000001,1283733569.html	-1
189	11533	指数开始失真，跌一点点，个股大跌，这个市场没有可操作性	股友dro1aY	http://guba.eastmoney.com/news,zssh000001,1283715999.html	-1
190	11581	$上证指数(SH000001)$	生财广进得卜鹰	http://guba.eastmoney.com/news,zssh000001,1284159150.html	0
191	11669	诱多行情，破3千点毫无疑问的，看大戏，破了3千再介入也不迟！	现实的何柳5	http://guba.eastmoney.com/news,zssh000001,1284142606.html	-1
192	11766	上午挣100，下午亏1000	大圣ETF	http://guba.eastmoney.com/news,zssh000001,1283707685.html	-1
193	11837	这一波回调老深了	九九先生	http://guba.eastmoney.com/news,zssh000001,1283699454.html	-1
194	11904	大级别B浪回调开始了，主力疯狂出逃	你的狙击我打穿	http://guba.eastmoney.com/news,zssh000001,1283692044.html	-1
195	11905	涨就只涨偏门，跌起来所有一律暴跌	明教寺总教头	http://guba.eastmoney.com/news,zssh000001,1283691997.html	-1
196	11927	今年盈利成负的了	做出改变2022726	http://guba.eastmoney.com/news,zssh000001,1283678001.html	-1
197	11998	666	白小成长记录	http://guba.eastmoney.com/news,zssh000001,1283671217.html	0
198	12066	日线顶背离[俏皮][俏皮][赞][赞][赞][赞][赞][赞]	公平de威士忌	http://guba.eastmoney.com/news,zssh000001,1283668323.html	-1
199	12101	【一五计划】日期：3.7自然日第974天交易日第648天，浮亏-47181	lcyhrs	http://guba.eastmoney.com/news,zssh000001,1283673535.html	-1
200	12120	a股券商生怕韭菜错过每一波牛市	亭台楼阁诗酒画	http://guba.eastmoney.com/news,zssh000001,1283672655.html	-1
201	12165	今天观望，想卖却亏:macd死叉【粗加工李某人的记录】#沪指失守3300点，后市	粗加工李某人	http://guba.eastmoney.com/news,zssz399975,1283666710.html	-1
202	12239	明天是黑色星期四，	金银高雅得小舞	http://guba.eastmoney.com/news,zssh000001,1284070109.html	-1
203	12319	$上证指数(SH000001)$	八月的天好热	http://guba.eastmoney.com/news,zssh000001,1283690767.html	0
204	12339	珍爱生命  远离股市  指数红绿 最终结果都是亏	梧桐07	http://guba.eastmoney.com/news,zssh000001,1283659100.html	-1
205	12429	6666，今天有点货这波2600有了	保本妹	http://guba.eastmoney.com/news,zssh000001,1283657191.html	-1
206	12446	别怕，还没有崩盘呢，大盘连续跌停都遇到过	同业竞争	http://guba.eastmoney.com/news,zssh000001,1283685268.html	-1
207	12475	调整到位，周三拉升	易拉升	http://guba.eastmoney.com/news,zssh000001,1283652495.html	1
208	12505	中信是谁的狗？	股友IuGB3c	http://guba.eastmoney.com/news,zssh000001,1283650078.html	0
209	12508	慌什么慌？涨了几百点回调一点点算个屁啊，依旧是震荡上涨结构，只是剧烈了一点，目的	赢荡股海888	http://guba.eastmoney.com/news,zssh000001,1283649959.html	0
210	12580	是不是都期待着自己的票突然拉起来，最后打脸了[大笑][大笑][大笑]	招财进宝5188	http://guba.eastmoney.com/news,zssh000001,1283646176.html	-1
211	12621	日开线周k线月k线都是死叉	wskblue	http://guba.eastmoney.com/news,zssh000001,1283642772.html	1
212	12714	三油一挺，大盘见顶[囧]	你我皆拉萨	http://guba.eastmoney.com/news,zssh000001,1283637184.html	-1
213	12717	下一箱体3450－3750	基民pyTOhr	http://guba.eastmoney.com/news,zssh000001,1283637110.html	1
214	12750	果然银行和石油最后一棒！	南海一昆	http://guba.eastmoney.com/news,zssh000001,1283635450.html	-1
215	12804	今天真特么疼	犇犇有礼	http://guba.eastmoney.com/news,zssh000001,1283641427.html	-1
216	12938	没法玩了，指数涨个股不涨，指数跌个股死命的跌	股友u89F878815	http://guba.eastmoney.com/news,zssh000001,1283631573.html	-1
217	13001	我正在买买买	股友tOaQAN	http://guba.eastmoney.com/news,zssh000001,1283624147.html	1
218	13022	标志性拉zsy，恐怕最近几年的大顶	挖土機	http://guba.eastmoney.com/news,zssh000001,1283623039.html	-1
